"Pres_abs","bio_1","bio_12"
0,8.52793788909912,487
1,15.7349271774292,485
1,15.7197599411011,346
1,15.7349271774292,485
0,11.7126350402832,545
0,6.24973964691162,1296
0,9.15541648864746,1568
0,9.15541648864746,1568
0,6.24973964691162,1296
0,9.22799968719482,389
0,8.70979118347168,419
0,9.76685428619385,458
0,9.7329273223877,456
1,9.67486476898193,426
0,4.14680242538452,874
0,7.74088525772095,1143
0,7.89955186843872,325
0,9.29006290435791,1142
1,15.7349271774292,485
0,7.74088525772095,1143
1,11.6079168319702,711
1,12.7613019943237,651
0,12.7613019943237,651
1,12.692572593689,655
1,12.7613019943237,651
0,12.7613019943237,651
0,14.011926651001,1052
1,12.7613019943237,651
1,12.0758543014526,391
0,16.8725109100342,235
1,16.6235008239746,261
0,14.9783020019531,246
0,12.0758543014526,391
0,14.9943962097168,356
1,15.4872913360596,698
0,15.4872913360596,698
1,15.4872913360596,698
1,15.4872913360596,698
0,0.858593821525574,620
0,5.36580228805542,439
0,1.62123954296112,573
0,5.36580228805542,439
0,3.88980197906494,851
0,9.52372932434082,413
0,9.52372932434082,413
0,0.858593821525574,620
0,9.52372932434082,413
0,0.858593821525574,620
1,9.52372932434082,413
0,1.62123954296112,573
0,3.88980197906494,851
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,13.1269998550415,1807
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.3879690170288,1705
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,12.8265628814697,1303
0,10.089958190918,1465
0,12.8265628814697,1303
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,12.8265628814697,1303
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.3879690170288,1705
0,10.3879690170288,1705
0,10.7112398147583,1878
0,10.7112398147583,1878
0,10.089958190918,1465
0,10.7112398147583,1878
0,8.64879131317139,582
0,11.6079168319702,711
1,12.7613019943237,651
0,11.6079168319702,711
0,7.52083349227905,540
0,12.2914171218872,877
0,13.5276041030884,639
0,13.5276041030884,639
1,13.5276041030884,639
0,14.7728233337402,379
0,7.12281227111816,985
0,12.384991645813,969
0,16.2789993286133,373
0,4.3196873664856,715
1,15.5581254959106,331
0,13.6617708206177,1015
0,6.88989591598511,294
0,12.8936147689819,234
0,14.7728233337402,379
0,12.4049482345581,358
0,14.7728233337402,379
0,12.4049482345581,358
1,16.2240829467773,281
0,2.65329170227051,527
0,15.6023540496826,237
1,12.4049482345581,358
0,6.18688535690308,322
0,5.25945806503296,350
0,6.45531225204468,543
0,12.4049482345581,358
0,6.45531225204468,543
0,1.62123954296112,573
0,9.40051078796387,581
1,15.3000936508179,176
1,17.7885837554932,365
0,15.1452608108521,412
0,14.3371458053589,498
0,12.384991645813,969
0,11.7126350402832,545
1,14.9154062271118,334
0,8.52566623687744,502
0,6.45531225204468,543
1,17.2688446044922,320
0,9.63541698455811,393
0,20.0925521850586,204
0,22.7338333129883,72
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
1,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,9.20389556884766,368
0,4.65273952484131,444
0,4.30957269668579,435
0,4.56215620040894,435
0,4.65273952484131,444
0,4.30957269668579,435
0,9.41634368896484,318
1,8.71330165863037,343
0,9.41634368896484,318
0,9.20389556884766,368
0,8.5340518951416,374
0,5.8443021774292,426
1,5.8443021774292,426
0,5.8443021774292,426
0,0.858593821525574,620
0,4.43571853637695,424
0,4.43571853637695,424
0,4.43571853637695,424
0,4.43571853637695,424
0,4.43571853637695,424
0,3.88980197906494,851
0,3.83118748664856,841
0,4.26628112792969,820
0,4.26628112792969,820
0,4.26628112792969,820
0,4.26628112792969,820
0,4.69152069091797,814
1,10.2180624008179,312
0,4.69152069091797,814
0,10.2180624008179,312
0,1.87137508392334,576
0,1.33166670799255,594
0,1.33166670799255,594
0,10.0413751602173,1037
0,3.88980197906494,851
0,10.0413751602173,1037
0,10.0413751602173,1037
0,4.69152069091797,814
0,4.69152069091797,814
0,5.56680202484131,1258
0,5.56680202484131,1258
0,5.56680202484131,1258
0,10.0413751602173,1037
0,10.0413751602173,1037
0,1.33166670799255,594
0,1.33166670799255,594
0,10.0919065475464,2024
0,10.0919065475464,2024
0,8.50944805145264,2447
1,15.4872913360596,698
0,7.74966669082642,1115
0,7.74966669082642,1115
0,7.74966669082642,1115
1,16.848051071167,480
1,16.848051071167,480
0,7.74966669082642,1115
0,7.74966669082642,1115
0,5.930739402771,821
0,1.33166670799255,594
0,12.7195835113525,1349
0,12.7195835113525,1349
1,16.848051071167,480
0,5.36580228805542,439
0,4.69152069091797,814
0,5.8443021774292,426
0,12.3838539123535,888
0,7.44312477111816,2084
0,12.3838539123535,888
0,12.2914171218872,877
0,7.44312477111816,2084
0,12.3838539123535,888
0,9.24803161621094,1874
0,12.3838539123535,888
1,12.3838539123535,888
0,7.44312477111816,2084
0,7.97829151153564,2334
0,7.00348949432373,2416
0,10.0919065475464,2024
0,8.50944805145264,2447
0,12.3838539123535,888
0,12.4239892959595,987
0,5.56680202484131,1258
0,5.56680202484131,1258
0,5.56680202484131,1258
0,10.0413751602173,1037
0,5.8443021774292,426
0,12.3838539123535,888
0,12.3838539123535,888
0,12.7195835113525,1349
0,12.8864059448242,770
0,10.2910108566284,912
0,0.858593821525574,620
0,0.858593821525574,620
0,12.8864059448242,770
0,0.858593821525574,620
0,5.930739402771,821
0,9.41634368896484,318
1,8.5340518951416,374
1,16.848051071167,480
0,9.41634368896484,318
0,9.41634368896484,318
1,10.2180624008179,312
0,9.41634368896484,318
0,8.5340518951416,374
1,10.2180624008179,312
0,10.2180624008179,312
0,10.2180624008179,312
0,11.6079168319702,711
1,11.9660625457764,489
0,11.9660625457764,489
0,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
0,12.3838539123535,888
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
0,12.3838539123535,888
1,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
1,11.6079168319702,711
1,11.9660625457764,489
0,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
0,11.9660625457764,489
0,11.9660625457764,489
1,11.9660625457764,489
1,13.5276041030884,639
1,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
1,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,12.3838539123535,888
0,2.74061465263367,506
1,7.1146354675293,373
1,6.34617710113525,291
0,5.14945840835571,416
0,6.01328134536743,391
0,6.10114574432373,375
0,9.78217697143555,252
0,6.01328134536743,391
0,7.86229181289673,652
0,6.46052074432373,434
1,7.63251066207886,208
0,5.06261444091797,324
0,6.89709377288818,301
0,5.90496873855591,309
0,8.29948997497559,370
0,1.92670834064484,347
0,2.73086452484131,387
1,5.94623947143555,327
0,3.12754154205322,380
0,7.63251066207886,208
0,6.00067710876465,942
0,4.89394807815552,450
0,6.22243738174438,359
1,4.76442718505859,321
0,6.5201563835144,309
0,4.27412509918213,378
0,3.12754154205322,380
0,4.98818778991699,417
0,4.41783332824707,356
0,7.43912506103516,280
0,4.16703128814697,676
0,6.75465631484985,315
0,2.57985424995422,522
0,6.51090621948242,316
0,6.68909358978271,428
0,5.68480205535889,290
0,5.66101026535034,386
0,4.0822606086731,454
0,7.68312501907349,381
0,2.87117719650269,343
0,7.37836456298828,327
0,5.31816673278809,424
0,6.18234348297119,421
0,4.52048969268799,785
0,6.39472913742065,275
0,5.31816673278809,424
0,6.5002293586731,819
0,0.877250015735626,428
1,7.48344802856445,344
0,5.57668733596802,313
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
1,13.5276041030884,639
0,13.5276041030884,639
0,8.92889595031738,431
1,10.4120626449585,416
0,12.8864059448242,770
0,9.46758365631104,454
1,16.6235008239746,261
1,15.4789266586304,188
0,16.6235008239746,261
0,4.69152069091797,814
0,4.26628112792969,820
0,15.0701503753662,788
0,13.5942916870117,418
0,10.1406669616699,548
0,3.88980197906494,851
0,3.88980197906494,851
0,10.245041847229,449
0,5.27247905731201,454
0,9.20496845245361,395
1,9.82250022888184,433
0,6.35424995422363,308
0,7.74966669082642,1115
0,4.69152069091797,814
0,4.43571853637695,424
0,7.44312477111816,2084
0,4.65273952484131,444
0,9.46758365631104,454
0,8.41788578033447,470
0,9.88793754577637,424
0,9.33795833587646,406
0,8.92889595031738,431
1,9.33795833587646,406
1,9.46758365631104,454
0,12.3838539123535,888
0,15.4789266586304,188
1,15.7274169921875,235
0,16.6235008239746,261
1,16.8725109100342,235
1,15.7274169921875,235
1,15.5301351547241,242
1,16.8725109100342,235
0,22.7386455535889,84
1,16.6235008239746,261
1,15.4467496871948,204
0,16.8725109100342,235
1,16.6235008239746,261
1,15.5301351547241,242
1,15.4789266586304,188
0,16.8725109100342,235
0,22.7386455535889,84
0,22.7386455535889,84
1,18.3856353759766,238
0,15.5301351547241,242
0,16.8725109100342,235
0,15.5301351547241,242
1,15.7274169921875,235
0,15.7274169921875,235
1,16.6235008239746,261
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,2.5460000038147,693
0,10.1406669616699,548
1,16.848051071167,480
0,-0.257104218006134,545
0,-0.102760381996632,518
0,-0.102760381996632,518
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.102760381996632,518
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,1.15624988079071,479
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.102760381996632,518
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,2.9115834236145,327
0,0.625593602657318,503
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.102760381996632,518
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,-0.257104218006134,545
0,8.56284427642822,515
0,12.0620212554932,1089
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.12478113174438,668
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.12478113174438,668
0,4.12478113174438,668
0,4.73085403442383,642
0,4.73085403442383,642
0,4.73085403442383,642
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.12478113174438,668
0,4.12478113174438,668
0,4.12478113174438,668
0,4.12478113174438,668
0,4.73085403442383,642
0,4.12478113174438,668
0,4.12478113174438,668
0,4.73085403442383,642
0,10.5723857879639,1256
0,10.5723857879639,1256
0,10.5723857879639,1256
0,10.5723857879639,1256
0,10.5723857879639,1256
0,10.2910108566284,912
0,5.8443021774292,426
0,14.676944732666,719
0,10.427583694458,345
0,15.4829168319702,404
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,8.55692672729492,337
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
1,10.427583694458,345
0,10.427583694458,345
0,8.55692672729492,337
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
1,10.427583694458,345
0,10.427583694458,345
1,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,10.427583694458,345
0,4.12478113174438,668
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,13.5276041030884,639
0,14.7265625,554
0,14.9149894714355,589
0,14.676944732666,719
0,15.5465412139893,458
0,14.7265625,554
0,9.52372932434082,413
0,9.24803161621094,1874
0,8.50944805145264,2447
0,10.4660730361938,1669
0,10.4120626449585,416
0,10.209020614624,453
0,5.02797889709473,773
0,5.02797889709473,773
0,3.80148959159851,824
0,3.80148959159851,824
0,6.7720627784729,761
0,5.43467712402344,802
0,3.80148959159851,824
0,5.02797889709473,773
0,11.916332244873,882
0,7.83900022506714,469
1,9.53750038146973,415
0,9.66842746734619,366
1,9.43803119659424,387
0,5.27247905731201,454
0,9.46758365631104,454
0,8.41788578033447,470
1,9.82250022888184,433
0,9.82250022888184,433
0,8.74362468719482,312
0,5.48627090454102,367
0,7.15576028823853,447
0,6.10326051712036,451
0,10.7243022918701,335
0,6.96775007247925,449
0,5.48627090454102,367
0,13.5649795532227,176
0,7.15576028823853,447
0,10.7891874313354,331
0,6.77656221389771,464
0,5.7332501411438,511
0,8.77377128601074,416
1,8.26262474060059,268
0,6.44056224822998,362
0,10.407208442688,317
0,5.48627090454102,367
0,6.25287485122681,321
0,11.727635383606,255
1,10.2987499237061,252
0,3.68563532829285,533
0,7.66732311248779,381
0,13.2209062576294,169
0,5.48627090454102,367
1,10.7891874313354,331
0,7.97664594650269,359
0,7.15576028823853,447
1,11.1739683151245,206
0,14.2605314254761,159
0,5.7332501411438,511
0,9.2276668548584,186
0,10.802562713623,332
0,9.23390579223633,366
0,5.9216456413269,291
0,7.15576028823853,447
0,5.48627090454102,367
0,9.03939628601074,300
0,9.89595794677734,2306
0,12.9958848953247,243
0,6.71081256866455,272
0,9.81583309173584,215
0,7.15576028823853,447
0,7.45855188369751,310
0,4.32682323455811,436
0,10.802562713623,332
1,8.59026050567627,262
0,8.74362468719482,312
0,4.32682323455811,436
0,7.49439573287964,356
0,9.03939628601074,300
0,8.77377128601074,416
0,9.61819839477539,198
0,9.6185941696167,316
0,8.14920806884766,363
0,3.3663854598999,427
0,10.4017915725708,234
0,5.48627090454102,367
0,1.32255208492279,462
0,5.48627090454102,367
0,8.9749584197998,262
1,11.0321359634399,369
1,9.23390579223633,366
0,0.396854102611542,507
0,7.66732311248779,381
0,14.3746662139893,156
0,5.48627090454102,367
0,3.3663854598999,427
0,7.66732311248779,381
1,10.7954998016357,303
0,5.91470861434937,417
0,11.1739683151245,206
1,7.66732311248779,381
0,7.15576028823853,447
0,10.2987499237061,252
0,7.03528118133545,241
0,6.76248979568481,487
0,9.67327117919922,339
0,8.77377128601074,416
0,5.48627090454102,367
0,7.66732311248779,381
0,3.68563532829285,533
0,6.44056224822998,362
1,8.74362468719482,312
0,9.2276668548584,186
0,6.25287485122681,321
0,5.48627090454102,367
0,8.26262474060059,268
0,6.71081256866455,272
0,6.71081256866455,272
0,10.802562713623,332
0,13.634822845459,131
0,6.96775007247925,449
0,6.25287485122681,321
0,10.1847496032715,209
0,11.3074169158936,426
0,8.77377128601074,416
0,7.15576028823853,447
0,7.24100017547607,265
0,2.56116676330566,446
0,5.48627090454102,367
0,8.69411468505859,348
1,10.802562713623,332
0,14.4120101928711,188
0,8.59026050567627,262
0,7.52083349227905,540
0,6.44056224822998,362
0,2.18905210494995,443
0,8.98805236816406,285
0,8.77377128601074,416
0,9.81583309173584,215
0,9.63679122924805,295
0,10.5605726242065,231
0,10.8456039428711,216
0,6.01718759536743,370
0,10.7891874313354,331
0,6.98358345031738,385
0,5.56680202484131,1258
0,8.98805236816406,285
0,5.7332501411438,511
0,4.63298940658569,334
0,8.14920806884766,363
0,7.66732311248779,381
0,2.49814581871033,478
0,7.66732311248779,381
0,7.7834792137146,401
